assessment_id,student_id,course_id,module,type,max_score,scored,due_date,submitted_date
ASM001598,STU0090,CRS011,1,assignment,50,40.4,2023-09-23,2023-09-23
ASM001599,STU0090,CRS011,2,quiz,25,12.2,2023-10-15,2023-10-15
ASM001600,STU0090,CRS011,2,assignment,50,33.5,2023-10-17,2023-10-16
ASM001601,STU0090,CRS011,3,quiz,25,21.0,2023-10-26,2023-10-23
ASM001602,STU0090,CRS011,3,assignment,50,21.4,2023-11-01,2023-11-01
ASM001603,STU0090,CRS011,3,project,100,82.1,2023-11-04,2023-11-09
ASM001604,STU0090,CRS011,4,quiz,25,15.4,2023-11-28,2023-11-28
ASM001605,STU0090,CRS011,4,assignment,50,49.0,2023-11-04,2023-11-04
ASM001606,STU0090,CRS011,5,quiz,25,18.7,2023-12-14,2023-12-19
ASM001607,STU0090,CRS011,5,assignment,50,26.1,2023-11-24,2023-11-23
ASM001608,STU0090,CRS011,6,quiz,25,17.6,2023-12-28,2023-12-28
ASM001609,STU0090,CRS011,6,assignment,50,30.4,2024-01-09,2024-01-10
ASM001610,STU0090,CRS011,6,project,100,69.6,2024-01-03,2024-01-08
ASM001611,STU0090,CRS011,7,quiz,25,24.3,2024-01-02,2024-01-01
ASM001612,STU0090,CRS011,7,assignment,50,36.0,2023-12-12,2023-12-13
ASM001613,STU0090,CRS011,8,quiz,25,9.7,2024-01-11,2024-01-10
ASM001614,STU0090,CRS011,8,assignment,50,36.3,2024-01-27,2024-01-26
ASM001615,STU0090,CRS011,9,quiz,25,17.1,2024-01-27,2024-01-24
ASM001616,STU0090,CRS011,9,assignment,50,19.7,2024-03-03,2024-03-03
ASM001617,STU0090,CRS011,9,project,100,72.1,2024-01-18,2024-01-18
ASM001618,STU0090,CRS011,10,quiz,25,20.6,2024-03-23,2024-03-22
ASM001619,STU0090,CRS011,10,assignment,50,14.1,2024-03-03,2024-03-03
ASM001620,STU0090,CRS011,10,exam,100,57.2,2024-03-03,2024-03-04
ASM001621,STU0091,CRS017,1,quiz,25,9.0,2024-02-04,2024-02-02
ASM001622,STU0091,CRS017,1,assignment,50,25.4,2024-02-05,2024-02-04
ASM001623,STU0091,CRS017,2,quiz,25,13.2,2024-02-23,2024-02-28
ASM001624,STU0091,CRS017,2,assignment,50,37.1,2024-02-21,2024-02-23
ASM001625,STU0091,CRS017,3,quiz,25,16.9,2024-03-02,2024-02-29
ASM001626,STU0091,CRS017,3,assignment,50,23.2,2024-03-20,2024-03-21
ASM001627,STU0091,CRS017,3,project,100,45.2,2024-03-20,2024-03-19
ASM001628,STU0091,CRS017,4,quiz,25,21.2,2024-03-28,2024-03-28
ASM001629,STU0091,CRS017,4,assignment,50,34.8,2024-03-20,2024-03-20
ASM001630,STU0091,CRS017,5,quiz,25,13.6,2024-03-30,2024-03-31
ASM001631,STU0091,CRS017,5,assignment,50,40.0,2024-04-14,2024-04-13
ASM001632,STU0091,CRS017,6,quiz,25,13.6,2024-04-19,2024-04-22
ASM001633,STU0091,CRS017,6,assignment,50,36.5,2024-04-25,2024-04-23
ASM001634,STU0091,CRS017,6,project,100,69.8,2024-04-19,2024-04-19
ASM001635,STU0091,CRS017,6,exam,100,61.1,2024-05-01,2024-05-01
ASM001636,STU0092,CRS014,1,quiz,25,14.4,2024-08-30,2024-08-29
ASM001637,STU0092,CRS014,1,assignment,50,33.1,2024-08-30,2024-08-31
ASM001638,STU0092,CRS014,2,quiz,25,15.0,2024-09-19,2024-09-19
ASM001639,STU0092,CRS014,2,assignment,50,9.7,2024-09-13,2024-09-13
ASM001640,STU0092,CRS014,3,quiz,25,14.8,2024-10-09,2024-10-14
ASM001641,STU0092,CRS014,3,assignment,50,26.0,2024-10-18,2024-10-20
ASM001642,STU0092,CRS014,3,project,100,55.1,2024-10-12,2024-10-19
ASM001643,STU0092,CRS014,4,quiz,25,14.0,2024-10-23,2024-10-28
ASM001644,STU0092,CRS014,4,assignment,50,24.9,2024-10-11,2024-10-18
ASM001645,STU0092,CRS014,5,quiz,25,24.5,2024-11-19,2024-11-21
ASM001646,STU0092,CRS014,5,assignment,50,32.9,2024-11-24,2024-11-25
ASM001647,STU0092,CRS014,6,quiz,25,20.2,2024-11-20,2024-11-17
ASM001648,STU0092,CRS014,6,assignment,50,40.2,2024-11-26,2024-11-26
ASM001649,STU0092,CRS014,6,project,100,64.2,2024-12-20,2024-12-20
ASM001650,STU0092,CRS014,6,exam,100,63.8,2024-12-08,2024-12-05
ASM001651,STU0093,CRS012,1,quiz,25,23.5,2023-02-22,2023-02-25
ASM001652,STU0093,CRS012,1,assignment,50,29.7,2023-02-24,2023-02-23
ASM001653,STU0093,CRS012,2,quiz,25,14.8,2023-03-17,2023-03-17
ASM001654,STU0093,CRS012,2,assignment,50,30.1,2023-03-15,2023-03-20
ASM001655,STU0093,CRS012,3,quiz,25,22.3,2023-04-07,2023-04-14
ASM001656,STU0093,CRS012,3,assignment,50,17.2,2023-04-04,2023-04-03
ASM001657,STU0093,CRS012,3,project,100,90.2,2023-03-26,2023-03-27
ASM001658,STU0093,CRS012,4,quiz,25,9.5,2023-03-31,2023-03-29
ASM001659,STU0093,CRS012,4,assignment,50,27.2,2023-04-04,2023-04-04
ASM001660,STU0093,CRS012,5,quiz,25,11.2,2023-05-19,2023-05-18
ASM001661,STU0093,CRS012,5,assignment,50,21.3,2023-05-19,2023-05-26
ASM001662,STU0093,CRS012,6,quiz,25,16.9,2023-05-16,2023-05-15
ASM001663,STU0093,CRS012,6,assignment,50,34.7,2023-05-04,2023-05-02
ASM001664,STU0093,CRS012,6,project,100,64.8,2023-05-28,2023-06-02
ASM001665,STU0093,CRS012,7,quiz,25,16.0,2023-06-09,2023-06-08
ASM001666,STU0093,CRS012,7,assignment,50,42.7,2023-05-19,2023-05-20
ASM001667,STU0093,CRS012,8,quiz,25,13.0,2023-07-21,2023-07-19
ASM001668,STU0093,CRS012,8,assignment,50,15.5,2023-06-03,2023-06-04
ASM001669,STU0093,CRS012,8,exam,100,63.7,2023-07-13,2023-07-18
ASM001670,STU0094,CRS011,1,quiz,25,9.0,2023-10-03,2023-10-05
ASM001671,STU0094,CRS011,1,assignment,50,31.4,2023-09-30,2023-09-29
ASM001672,STU0094,CRS011,2,quiz,25,18.4,2023-10-21,2023-10-22
ASM001673,STU0094,CRS011,2,assignment,50,38.9,2023-10-17,2023-10-18
ASM001674,STU0094,CRS011,3,quiz,25,19.1,2023-11-09,2023-11-16
ASM001675,STU0094,CRS011,3,assignment,50,27.6,2023-10-25,2023-10-25
ASM001676,STU0094,CRS011,3,project,100,58.7,2023-11-12,2023-11-19
ASM001677,STU0094,CRS011,4,quiz,25,19.3,2023-11-28,2023-11-30
ASM001678,STU0094,CRS011,4,assignment,50,12.4,2023-11-16,2023-11-16
ASM001679,STU0094,CRS011,5,quiz,25,24.5,2023-12-07,2023-12-05
ASM001680,STU0094,CRS011,5,assignment,50,33.5,2023-12-17,2023-12-15
ASM001681,STU0094,CRS011,6,quiz,25,11.3,2023-12-30,2024-01-01
ASM001682,STU0094,CRS011,6,assignment,50,32.5,2023-12-30,2023-12-28
ASM001683,STU0094,CRS011,6,project,100,45.2,2023-12-06,2023-12-06
ASM001684,STU0094,CRS011,7,quiz,25,24.5,2023-12-27,2023-12-26
ASM001685,STU0094,CRS011,7,assignment,50,34.1,2024-02-07,2024-02-08
ASM001686,STU0094,CRS011,8,quiz,25,19.9,2024-02-20,2024-02-18
ASM001687,STU0094,CRS011,8,assignment,50,28.9,2024-02-12,2024-02-11
ASM001688,STU0094,CRS011,9,quiz,25,7.7,2024-02-13,2024-02-14
ASM001689,STU0094,CRS011,9,assignment,50,35.4,2024-01-17,2024-01-22
ASM001690,STU0094,CRS011,9,project,100,30.0,2024-03-11,2024-03-10
ASM001691,STU0094,CRS011,10,quiz,25,12.4,2024-02-20,2024-02-27
ASM001692,STU0094,CRS011,10,assignment,50,30.1,2024-04-10,2024-04-17
ASM001693,STU0094,CRS011,10,exam,100,50.5,2024-03-31,2024-03-31
ASM001694,STU0095,CRS008,1,quiz,25,15.6,2024-02-09,2024-02-10
ASM001695,STU0095,CRS008,1,assignment,50,25.4,2024-02-12,2024-02-10
ASM001696,STU0095,CRS008,2,quiz,25,23.4,2024-02-20,2024-02-22
ASM001697,STU0095,CRS008,2,assignment,50,35.0,2024-02-28,2024-02-28
ASM001698,STU0095,CRS008,3,quiz,25,18.3,2024-03-26,2024-03-25
ASM001699,STU0095,CRS008,3,assignment,50,34.5,2024-03-11,2024-03-10
ASM001700,STU0095,CRS008,3,project,100,53.8,2024-03-05,2024-03-05
ASM001701,STU0095,CRS008,4,quiz,25,18.8,2024-03-23,2024-03-24
ASM001702,STU0095,CRS008,4,assignment,50,32.1,2024-04-12,2024-04-13
ASM001703,STU0095,CRS008,5,quiz,25,24.5,2024-04-12,2024-04-17
ASM001704,STU0095,CRS008,5,assignment,50,46.3,2024-04-12,2024-04-17
ASM001705,STU0095,CRS008,6,quiz,25,12.7,2024-04-22,2024-04-29
ASM001706,STU0095,CRS008,6,assignment,50,22.7,2024-04-28,2024-04-29
ASM001707,STU0095,CRS008,6,project,100,78.3,2024-05-22,2024-05-21
ASM001708,STU0095,CRS008,6,exam,100,77.3,2024-05-10,2024-05-11
ASM001709,STU0096,CRS010,1,quiz,25,11.4,2024-09-23,2024-09-24
ASM001710,STU0096,CRS010,1,assignment,50,42.2,2024-09-22,2024-09-24
ASM001711,STU0096,CRS010,2,quiz,25,13.8,2024-10-17,2024-10-16
ASM001712,STU0096,CRS010,2,assignment,50,25.4,2024-10-07,2024-10-05
ASM001713,STU0096,CRS010,3,quiz,25,13.6,2024-10-22,2024-10-22
ASM001714,STU0096,CRS010,3,assignment,50,23.1,2024-10-19,2024-10-19
ASM001715,STU0096,CRS010,3,project,100,64.1,2024-11-09,2024-11-08
ASM001716,STU0096,CRS010,4,quiz,25,8.3,2024-11-10,2024-11-10
ASM001717,STU0096,CRS010,4,assignment,50,38.1,2024-11-26,2024-11-25
ASM001718,STU0096,CRS010,5,quiz,25,19.1,2024-11-26,2024-11-26
ASM001719,STU0096,CRS010,5,assignment,50,39.0,2024-11-16,2024-11-16
ASM001720,STU0096,CRS010,5,exam,100,36.3,2024-12-21,2024-12-19
ASM001721,STU0097,CRS018,1,quiz,25,18.0,2023-03-24,2023-03-26
ASM001722,STU0097,CRS018,1,assignment,50,45.2,2023-03-24,2023-03-23
ASM001723,STU0097,CRS018,2,quiz,25,12.6,2023-04-10,2023-04-07
ASM001724,STU0097,CRS018,2,assignment,50,35.0,2023-04-06,2023-04-04
ASM001725,STU0097,CRS018,3,quiz,25,19.2,2023-04-29,2023-04-30
ASM001726,STU0097,CRS018,3,assignment,50,36.1,2023-04-20,2023-04-18
ASM001727,STU0097,CRS018,3,project,100,50.2,2023-04-23,2023-04-23
ASM001728,STU0097,CRS018,4,quiz,25,20.5,2023-05-28,2023-06-04
ASM001729,STU0097,CRS018,4,assignment,50,49.0,2023-05-04,2023-05-03
ASM001730,STU0097,CRS018,5,quiz,25,19.4,2023-06-07,2023-06-08
ASM001731,STU0097,CRS018,5,assignment,50,24.7,2023-06-22,2023-06-20
ASM001732,STU0097,CRS018,6,quiz,25,16.5,2023-07-01,2023-07-02
ASM001733,STU0097,CRS018,6,assignment,50,31.1,2023-06-19,2023-06-20
ASM001734,STU0097,CRS018,6,project,100,60.4,2023-06-01,2023-05-31
ASM001735,STU0097,CRS018,7,quiz,25,16.8,2023-07-13,2023-07-16
ASM001736,STU0097,CRS018,7,assignment,50,37.2,2023-07-06,2023-07-06
ASM001737,STU0097,CRS018,8,quiz,25,15.0,2023-07-31,2023-07-29
ASM001738,STU0097,CRS018,8,assignment,50,30.0,2023-07-31,2023-07-30
ASM001739,STU0097,CRS018,8,exam,100,76.9,2023-07-15,2023-07-15
ASM001740,STU0098,CRS017,1,quiz,25,18.0,2023-08-06,2023-08-11
ASM001741,STU0098,CRS017,1,assignment,50,45.7,2023-08-02,2023-08-02
ASM001742,STU0098,CRS017,2,quiz,25,19.4,2023-08-20,2023-08-21
ASM001743,STU0098,CRS017,2,assignment,50,48.5,2023-08-18,2023-08-18
ASM001744,STU0098,CRS017,3,quiz,25,24.5,2023-09-15,2023-09-15
ASM001745,STU0098,CRS017,3,assignment,50,35.6,2023-09-06,2023-09-04
ASM001746,STU0098,CRS017,3,project,100,71.1,2023-09-15,2023-09-13
ASM001747,STU0098,CRS017,4,quiz,25,14.4,2023-09-15,2023-09-15
ASM001748,STU0098,CRS017,4,assignment,50,38.7,2023-09-23,2023-09-22
ASM001749,STU0098,CRS017,5,quiz,25,20.6,2023-09-30,2023-09-30
ASM001750,STU0098,CRS017,5,assignment,50,30.8,2023-09-30,2023-10-02
ASM001751,STU0098,CRS017,6,quiz,25,15.7,2023-10-15,2023-10-14
ASM001752,STU0098,CRS017,6,assignment,50,24.9,2023-11-20,2023-11-18
ASM001753,STU0098,CRS017,6,project,100,80.1,2023-11-08,2023-11-09
ASM001754,STU0098,CRS017,6,exam,100,47.9,2023-10-15,2023-10-18
ASM001755,STU0099,CRS020,1,quiz,25,16.3,2024-02-08,2024-02-08
ASM001756,STU0099,CRS020,1,assignment,50,26.8,2024-02-12,2024-02-12
ASM001757,STU0099,CRS020,2,quiz,25,13.5,2024-02-24,2024-02-23
ASM001758,STU0099,CRS020,2,assignment,50,19.4,2024-02-24,2024-02-22
ASM001759,STU0099,CRS020,3,quiz,25,14.4,2024-03-17,2024-03-15
ASM001760,STU0099,CRS020,3,assignment,50,8.4,2024-03-14,2024-03-15
ASM001761,STU0099,CRS020,3,project,100,86.5,2024-03-23,2024-03-24
ASM001762,STU0099,CRS020,4,quiz,25,24.5,2024-04-16,2024-04-16
ASM001763,STU0099,CRS020,4,assignment,50,18.3,2024-04-04,2024-04-11
ASM001764,STU0099,CRS020,4,exam,100,61.3,2024-03-31,2024-03-31
ASM001765,STU0100,CRS005,1,quiz,25,13.0,2024-08-09,2024-08-14
ASM001766,STU0100,CRS005,1,assignment,50,36.8,2024-08-09,2024-08-10
ASM001767,STU0100,CRS005,2,quiz,25,18.8,2024-08-24,2024-08-25
ASM001768,STU0100,CRS005,2,assignment,50,30.7,2024-08-22,2024-08-20
ASM001769,STU0100,CRS005,3,quiz,25,7.1,2024-09-17,2024-09-17
ASM001770,STU0100,CRS005,3,assignment,50,33.3,2024-09-23,2024-09-24
ASM001771,STU0100,CRS005,3,project,100,10.0,2024-09-11,2024-09-11
ASM001772,STU0100,CRS005,4,quiz,25,14.8,2024-09-23,2024-09-23
ASM001773,STU0100,CRS005,4,assignment,50,32.1,2024-10-01,2024-10-06
ASM001774,STU0100,CRS005,5,quiz,25,9.1,2024-10-28,2024-10-27
ASM001775,STU0100,CRS005,5,assignment,50,45.7,2024-10-03,2024-10-04
ASM001776,STU0100,CRS005,6,quiz,25,14.8,2024-11-04,2024-11-03
ASM001777,STU0100,CRS005,6,assignment,50,10.4,2024-11-16,2024-11-18
ASM001778,STU0100,CRS005,6,project,100,61.2,2024-11-22,2024-11-22
ASM001779,STU0100,CRS005,7,quiz,25,23.8,2024-11-14,2024-11-14
ASM001780,STU0100,CRS005,7,assignment,50,45.5,2024-11-21,2024-11-23
ASM001781,STU0100,CRS005,7,exam,100,51.0,2024-11-07,2024-11-06
ASM001782,STU0101,CRS020,1,quiz,25,16.6,2023-03-21,2023-03-22
ASM001783,STU0101,CRS020,1,assignment,50,25.4,2023-03-27,2023-03-26
ASM001784,STU0101,CRS020,2,quiz,25,24.5,2023-04-04,2023-04-09
ASM001785,STU0101,CRS020,2,assignment,50,42.5,2023-04-18,2023-04-16
ASM001786,STU0101,CRS020,3,quiz,25,16.4,2023-04-30,2023-04-30
ASM001787,STU0101,CRS020,3,assignment,50,30.9,2023-04-18,2023-04-18
ASM001788,STU0101,CRS020,3,project,100,47.0,2023-04-18,2023-04-16
ASM001789,STU0101,CRS020,4,quiz,25,6.8,2023-05-30,2023-05-29
ASM001790,STU0101,CRS020,4,assignment,50,29.0,2023-05-26,2023-05-24
ASM001791,STU0101,CRS020,4,exam,100,66.7,2023-05-30,2023-05-27
ASM001792,STU0102,CRS015,1,quiz,25,12.9,2023-08-07,2023-08-07
ASM001793,STU0102,CRS015,1,assignment,50,41.2,2023-08-04,2023-08-04
ASM001794,STU0102,CRS015,2,quiz,25,12.8,2023-08-22,2023-08-20
ASM001795,STU0102,CRS015,2,assignment,50,27.9,2023-08-28,2023-08-29
ASM001796,STU0102,CRS015,3,quiz,25,17.2,2023-09-15,2023-09-12
ASM001797,STU0102,CRS015,3,assignment,50,31.5,2023-09-06,2023-09-04
ASM001798,STU0102,CRS015,3,project,100,74.4,2023-09-15,2023-09-16
ASM001799,STU0102,CRS015,4,quiz,25,17.9,2023-09-11,2023-09-10
ASM001800,STU0102,CRS015,4,assignment,50,42.3,2023-09-27,2023-09-25
ASM001801,STU0102,CRS015,5,quiz,25,18.4,2023-10-30,2023-10-30
ASM001802,STU0102,CRS015,5,assignment,50,18.9,2023-10-20,2023-10-22
ASM001803,STU0102,CRS015,6,quiz,25,23.9,2023-11-14,2023-11-14
ASM001804,STU0102,CRS015,6,assignment,50,24.5,2023-11-14,2023-11-12
ASM001805,STU0102,CRS015,6,project,100,76.6,2023-10-15,2023-10-17
ASM001806,STU0102,CRS015,7,quiz,25,19.2,2023-10-23,2023-10-25
ASM001807,STU0102,CRS015,7,assignment,50,37.1,2023-11-13,2023-11-11
ASM001808,STU0102,CRS015,8,quiz,25,12.1,2023-11-06,2023-11-06
ASM001809,STU0102,CRS015,8,assignment,50,40.8,2023-12-08,2023-12-07
ASM001810,STU0102,CRS015,9,quiz,25,18.6,2023-12-08,2023-12-09
ASM001811,STU0102,CRS015,9,assignment,50,34.4,2023-12-08,2023-12-07
ASM001812,STU0102,CRS015,9,project,100,29.2,2023-12-17,2023-12-18
ASM001813,STU0102,CRS015,10,quiz,25,14.0,2024-02-02,2024-02-01
ASM001814,STU0102,CRS015,10,assignment,50,16.7,2023-12-24,2023-12-23
ASM001815,STU0102,CRS015,10,exam,100,68.4,2023-12-24,2023-12-23
ASM001816,STU0103,CRS008,1,quiz,25,17.2,2024-02-29,2024-03-05
ASM001817,STU0103,CRS008,1,assignment,50,38.1,2024-03-03,2024-02-29
ASM001818,STU0103,CRS008,2,quiz,25,24.5,2024-03-23,2024-03-23
ASM001819,STU0103,CRS008,2,assignment,50,38.8,2024-03-19,2024-03-20
ASM001820,STU0103,CRS008,3,quiz,25,15.9,2024-04-12,2024-04-12
ASM001821,STU0103,CRS008,3,assignment,50,30.1,2024-04-12,2024-04-13
ASM001822,STU0103,CRS008,3,project,100,78.4,2024-04-06,2024-04-11
ASM001823,STU0103,CRS008,4,quiz,25,18.5,2024-05-02,2024-05-01
ASM001824,STU0103,CRS008,4,assignment,50,29.0,2024-04-08,2024-04-06
ASM001825,STU0103,CRS008,5,quiz,25,6.6,2024-05-17,2024-05-16
ASM001826,STU0103,CRS008,5,assignment,50,35.9,2024-04-27,2024-04-27
ASM001827,STU0103,CRS008,6,quiz,25,13.7,2024-05-30,2024-06-04
ASM001828,STU0103,CRS008,6,assignment,50,38.3,2024-05-12,2024-05-13
ASM001829,STU0103,CRS008,6,project,100,64.1,2024-05-18,2024-05-18
ASM001830,STU0103,CRS008,6,exam,100,48.0,2024-06-05,2024-06-04
ASM001831,STU0104,CRS015,1,quiz,25,9.2,2024-08-16,2024-08-15
ASM001832,STU0104,CRS015,1,assignment,50,45.0,2024-08-14,2024-08-15
ASM001833,STU0104,CRS015,2,quiz,25,24.5,2024-08-28,2024-08-25
ASM001834,STU0104,CRS015,2,assignment,50,28.8,2024-09-01,2024-08-31
ASM001835,STU0104,CRS015,3,quiz,25,21.3,2024-09-30,2024-10-05
ASM001836,STU0104,CRS015,3,assignment,50,37.6,2024-09-24,2024-09-24
ASM001837,STU0104,CRS015,3,project,100,73.5,2024-09-30,2024-10-07
ASM001838,STU0104,CRS015,4,quiz,25,23.1,2024-09-23,2024-09-21
ASM001839,STU0104,CRS015,4,assignment,50,32.2,2024-10-17,2024-10-17
ASM001840,STU0104,CRS015,5,quiz,25,24.5,2024-11-01,2024-11-04
ASM001841,STU0104,CRS015,5,assignment,50,39.6,2024-11-11,2024-11-12
ASM001842,STU0104,CRS015,6,quiz,25,19.5,2024-12-02,2024-12-02
ASM001843,STU0104,CRS015,6,assignment,50,28.9,2024-10-21,2024-10-20
ASM001844,STU0104,CRS015,6,project,100,98.0,2024-11-14,2024-11-11
ASM001845,STU0104,CRS015,7,quiz,25,13.7,2024-11-04,2024-11-06
ASM001846,STU0104,CRS015,7,assignment,50,18.6,2024-12-16,2024-12-16
ASM001847,STU0104,CRS015,8,quiz,25,16.3,2024-11-26,2024-11-25
ASM001848,STU0104,CRS015,8,assignment,50,23.6,2025-01-05,2025-01-05
ASM001849,STU0104,CRS015,9,quiz,25,22.1,2025-01-07,2025-01-06
ASM001850,STU0104,CRS015,9,assignment,50,32.8,2024-12-02,2024-12-05
ASM001851,STU0104,CRS015,9,project,100,49.9,2025-01-06,2025-01-07
ASM001852,STU0104,CRS015,9,exam,100,62.6,2024-12-29,2024-12-28
ASM001853,STU0105,CRS010,1,quiz,25,16.9,2023-03-25,2023-03-25
ASM001854,STU0105,CRS010,1,assignment,50,34.9,2023-03-24,2023-03-23
ASM001855,STU0105,CRS010,2,quiz,25,15.8,2023-04-08,2023-04-13
ASM001856,STU0105,CRS010,2,assignment,50,37.2,2023-04-04,2023-04-05
ASM001857,STU0105,CRS010,3,quiz,25,16.8,2023-04-27,2023-05-04
ASM001858,STU0105,CRS010,3,assignment,50,36.8,2023-05-03,2023-05-04
ASM001859,STU0105,CRS010,3,project,100,98.0,2023-05-03,2023-05-03
ASM001860,STU0105,CRS010,4,quiz,25,13.2,2023-05-18,2023-05-19
ASM001861,STU0105,CRS010,4,assignment,50,25.2,2023-05-26,2023-05-29
ASM001862,STU0105,CRS010,5,quiz,25,24.5,2023-05-16,2023-05-18
ASM001863,STU0105,CRS010,5,assignment,50,31.2,2023-05-31,2023-06-01
ASM001864,STU0105,CRS010,6,quiz,25,19.7,2023-05-30,2023-05-30
ASM001865,STU0105,CRS010,6,assignment,50,24.3,2023-06-05,2023-06-06
ASM001866,STU0105,CRS010,6,project,100,24.8,2023-06-23,2023-06-26
ASM001867,STU0105,CRS010,7,quiz,25,16.9,2023-07-04,2023-07-06
ASM001868,STU0105,CRS010,7,assignment,50,39.5,2023-07-25,2023-07-24
ASM001869,STU0105,CRS010,8,quiz,25,13.9,2023-07-21,2023-07-22
ASM001870,STU0105,CRS010,8,assignment,50,34.6,2023-08-22,2023-08-20
ASM001871,STU0105,CRS010,9,quiz,25,17.4,2023-07-29,2023-07-29
ASM001872,STU0105,CRS010,9,assignment,50,27.4,2023-09-12,2023-09-17
ASM001873,STU0105,CRS010,9,project,100,75.6,2023-07-29,2023-07-30
ASM001874,STU0105,CRS010,10,quiz,25,16.6,2023-08-14,2023-08-16
ASM001875,STU0105,CRS010,10,assignment,50,38.6,2023-08-24,2023-08-22
ASM001876,STU0105,CRS010,10,exam,100,70.9,2023-09-23,2023-09-21
ASM001877,STU0106,CRS007,1,quiz,25,18.4,2023-08-23,2023-08-24
ASM001878,STU0106,CRS007,1,assignment,50,21.1,2023-08-27,2023-08-27
ASM001879,STU0106,CRS007,2,quiz,25,16.8,2023-09-06,2023-09-08
ASM001880,STU0106,CRS007,2,assignment,50,19.6,2023-09-04,2023-09-02
ASM001881,STU0106,CRS007,3,quiz,25,21.9,2023-09-21,2023-09-20
ASM001882,STU0106,CRS007,3,assignment,50,27.9,2023-09-18,2023-09-25
ASM001883,STU0106,CRS007,3,project,100,79.7,2023-09-21,2023-09-21
ASM001884,STU0106,CRS007,4,quiz,25,8.2,2023-10-06,2023-10-05
ASM001885,STU0106,CRS007,4,assignment,50,45.4,2023-10-30,2023-11-01
ASM001886,STU0106,CRS007,5,quiz,25,11.1,2023-11-05,2023-11-05
ASM001887,STU0106,CRS007,5,assignment,50,25.7,2023-10-26,2023-10-25
ASM001888,STU0106,CRS007,6,quiz,25,15.3,2023-11-05,2023-11-02
ASM001889,STU0106,CRS007,6,assignment,50,29.4,2023-10-30,2023-10-28
ASM001890,STU0106,CRS007,6,project,100,85.6,2023-12-05,2023-12-03
ASM001891,STU0106,CRS007,7,quiz,25,14.0,2023-12-04,2023-12-01
ASM001892,STU0106,CRS007,7,assignment,50,34.7,2023-12-11,2023-12-10
ASM001893,STU0106,CRS007,8,quiz,25,14.1,2024-01-14,2024-01-15
ASM001894,STU0106,CRS007,8,assignment,50,13.6,2024-01-22,2024-01-21
ASM001895,STU0106,CRS007,8,exam,100,79.1,2023-12-05,2023-12-04
ASM001896,STU0107,CRS015,1,quiz,25,15.3,2024-02-28,2024-02-29
ASM001897,STU0107,CRS015,1,assignment,50,35.9,2024-02-28,2024-02-28
ASM001898,STU0107,CRS015,2,quiz,25,15.4,2024-03-12,2024-03-13
ASM001899,STU0107,CRS015,2,assignment,50,29.6,2024-03-16,2024-03-16
ASM001900,STU0107,CRS015,3,quiz,25,18.7,2024-04-13,2024-04-12
ASM001901,STU0107,CRS015,3,assignment,50,28.3,2024-04-07,2024-04-08
ASM001902,STU0107,CRS015,3,project,100,98.0,2024-04-07,2024-04-12
ASM001903,STU0107,CRS015,4,quiz,25,18.9,2024-04-29,2024-05-04
ASM001904,STU0107,CRS015,4,assignment,50,19.3,2024-04-13,2024-04-15
ASM001905,STU0107,CRS015,5,quiz,25,17.8,2024-05-03,2024-05-05
ASM001906,STU0107,CRS015,5,assignment,50,36.6,2024-05-28,2024-05-29
ASM001907,STU0107,CRS015,6,quiz,25,19.9,2024-06-18,2024-06-20
ASM001908,STU0107,CRS015,6,assignment,50,38.7,2024-05-31,2024-05-29
ASM001909,STU0107,CRS015,6,project,100,72.4,2024-06-06,2024-06-13
ASM001910,STU0107,CRS015,7,quiz,25,20.3,2024-06-25,2024-06-25
ASM001911,STU0107,CRS015,7,assignment,50,18.8,2024-07-09,2024-07-10
ASM001912,STU0107,CRS015,8,quiz,25,20.4,2024-07-14,2024-07-12
ASM001913,STU0107,CRS015,8,assignment,50,21.8,2024-06-28,2024-06-28
ASM001914,STU0107,CRS015,9,quiz,25,14.5,2024-08-20,2024-08-20
ASM001915,STU0107,CRS015,9,assignment,50,24.3,2024-07-15,2024-07-15
ASM001916,STU0107,CRS015,9,project,100,55.8,2024-07-15,2024-07-16
ASM001917,STU0107,CRS015,10,quiz,25,18.8,2024-08-01,2024-08-01
ASM001918,STU0107,CRS015,10,assignment,50,49.0,2024-08-21,2024-08-21
ASM001919,STU0107,CRS015,10,exam,100,80.5,2024-07-22,2024-07-27
ASM001920,STU0108,CRS013,1,quiz,25,17.8,2024-09-01,2024-08-31
ASM001921,STU0108,CRS013,1,assignment,50,12.7,2024-09-01,2024-09-03
ASM001922,STU0108,CRS013,2,quiz,25,12.9,2024-09-25,2024-09-24
ASM001923,STU0108,CRS013,2,assignment,50,47.4,2024-09-19,2024-09-17
ASM001924,STU0108,CRS013,3,quiz,25,24.5,2024-10-03,2024-10-03
ASM001925,STU0108,CRS013,3,assignment,50,29.8,2024-09-27,2024-09-28
ASM001926,STU0108,CRS013,3,project,100,67.7,2024-09-30,2024-10-01
ASM001927,STU0108,CRS013,4,quiz,25,14.1,2024-10-15,2024-10-15
ASM001928,STU0108,CRS013,4,assignment,50,29.6,2024-10-19,2024-10-19
ASM001929,STU0108,CRS013,5,quiz,25,24.5,2024-10-30,2024-10-29
ASM001930,STU0108,CRS013,5,assignment,50,33.8,2024-11-24,2024-11-22
ASM001931,STU0108,CRS013,6,quiz,25,19.8,2024-11-20,2024-11-20
