student_id,date,session_type,status
STU0206,2024-11-18,lecture,late
STU0206,2024-11-26,lab,late
STU0206,2024-12-06,lecture,present
STU0207,2024-03-21,mentoring,present
STU0207,2024-04-03,lab,present
STU0207,2024-04-22,lecture,absent
STU0207,2024-04-30,lab,present
STU0207,2024-05-01,mentoring,present
STU0207,2024-05-20,lab,present
STU0207,2024-05-31,lecture,present
STU0207,2024-07-01,mentoring,present
STU0207,2024-07-09,mentoring,present
STU0207,2024-08-09,lecture,present
STU0207,2024-08-14,mentoring,present
STU0207,2024-08-20,lab,present
STU0207,2024-09-30,lab,present
STU0207,2024-11-18,lab,present
STU0208,2024-08-29,mentoring,present
STU0208,2024-09-05,mentoring,present
STU0208,2024-09-16,lecture,absent
STU0208,2024-09-20,lecture,present
STU0208,2024-09-25,lecture,late
STU0208,2024-10-17,lab,absent
STU0208,2024-10-30,lecture,present
STU0208,2024-12-03,lab,late
STU0208,2024-12-05,mentoring,absent
STU0208,2024-12-10,lab,absent
STU0208,2024-12-23,mentoring,present
STU0209,2023-06-08,lab,present
STU0209,2023-06-09,mentoring,present
STU0209,2023-06-13,lecture,present
STU0209,2023-07-12,mentoring,late
STU0209,2023-07-27,mentoring,present
STU0209,2023-08-10,lab,late
STU0209,2023-08-28,lab,present
STU0209,2023-08-31,lecture,present
STU0209,2023-11-29,mentoring,late
STU0209,2023-12-22,mentoring,late
STU0209,2023-12-27,lab,present
STU0209,2023-12-28,mentoring,absent
STU0209,2024-01-15,lecture,present
STU0209,2024-01-26,lab,present
STU0209,2024-01-31,lecture,late
STU0209,2024-03-06,mentoring,present
STU0209,2024-04-24,lab,present
STU0209,2024-05-17,lecture,absent
STU0209,2024-05-24,lecture,present
STU0209,2024-05-27,lab,present
STU0209,2024-07-24,lab,present
STU0209,2024-08-13,mentoring,late
STU0209,2024-09-05,lecture,present
STU0209,2024-10-25,lab,present
STU0209,2024-11-07,mentoring,absent
STU0209,2024-12-10,mentoring,present
STU0209,2024-12-12,lab,present
STU0209,2024-12-23,mentoring,present
STU0210,2023-07-26,lab,present
STU0210,2023-08-07,lecture,present
STU0210,2023-08-08,lab,late
STU0210,2023-09-06,mentoring,present
STU0210,2023-09-11,mentoring,present
STU0210,2023-09-28,mentoring,present
STU0210,2023-10-05,lab,absent
STU0210,2023-10-09,lecture,absent
STU0210,2023-10-25,lab,absent
STU0210,2023-11-14,lecture,late
STU0210,2023-11-20,lab,present
STU0210,2023-12-19,lab,late
STU0210,2024-01-25,lab,present
STU0210,2024-01-31,lecture,present
STU0210,2024-02-02,lab,present
STU0210,2024-03-01,lab,present
STU0210,2024-04-09,lecture,present
STU0210,2024-04-15,lab,present
STU0210,2024-05-02,mentoring,late
STU0210,2024-05-03,lecture,present
STU0210,2024-06-18,lab,present
STU0210,2024-08-09,lab,absent
STU0210,2024-08-27,lab,present
STU0210,2024-09-04,mentoring,late
STU0210,2024-10-23,lab,present
STU0210,2024-11-15,lecture,present
STU0210,2024-11-25,lab,present
STU0210,2025-01-08,lab,present
STU0211,2024-03-07,lab,present
STU0211,2024-05-07,mentoring,present
STU0211,2024-05-17,lab,present
STU0211,2024-05-30,mentoring,present
STU0211,2024-06-04,mentoring,present
STU0211,2024-06-28,mentoring,absent
STU0211,2024-08-09,lab,present
STU0211,2024-09-16,lab,late
STU0211,2024-09-18,lecture,present
STU0211,2024-10-03,lab,present
STU0211,2024-10-23,mentoring,absent
STU0211,2024-11-22,lab,present
STU0211,2024-12-04,mentoring,absent
STU0211,2024-12-20,lecture,present
STU0212,2024-10-01,lecture,present
STU0212,2024-10-22,lecture,present
STU0212,2024-10-25,mentoring,absent
STU0212,2024-10-28,lecture,present
STU0212,2024-11-22,mentoring,absent
STU0212,2024-11-28,mentoring,present
STU0212,2024-12-18,lecture,present
STU0212,2024-12-19,lab,late
STU0212,2025-01-10,lecture,late
STU0213,2023-02-06,lecture,present
STU0213,2023-05-18,lecture,absent
STU0213,2023-06-27,mentoring,present
STU0213,2023-07-17,lecture,present
STU0213,2023-07-25,mentoring,present
STU0213,2023-08-02,mentoring,present
STU0213,2023-08-09,mentoring,present
STU0213,2023-08-23,lecture,late
STU0213,2023-08-28,mentoring,late
STU0213,2023-09-14,lab,late
STU0213,2023-09-18,lecture,present
STU0213,2023-10-30,lecture,present
STU0213,2023-10-31,lab,present
STU0213,2023-11-01,mentoring,absent
STU0213,2023-11-07,mentoring,present
STU0213,2023-11-21,lab,present
STU0213,2023-11-28,mentoring,late
STU0213,2023-12-07,lecture,present
STU0213,2023-12-12,lecture,late
STU0213,2023-12-14,mentoring,present
STU0213,2023-12-25,lab,present
STU0213,2024-01-31,mentoring,present
STU0213,2024-02-20,mentoring,present
STU0213,2024-04-09,mentoring,absent
STU0213,2024-04-18,lecture,late
STU0213,2024-04-19,lab,absent
STU0213,2024-04-24,lecture,present
STU0213,2024-04-30,mentoring,absent
STU0213,2024-05-09,mentoring,present
STU0213,2024-05-10,lecture,present
STU0213,2024-05-13,lab,present
STU0213,2024-06-20,mentoring,present
STU0213,2024-06-28,mentoring,present
STU0213,2024-07-29,lab,present
STU0213,2024-10-01,lab,present
STU0213,2024-10-08,mentoring,present
STU0213,2024-11-18,lecture,present
STU0213,2024-11-20,mentoring,present
STU0213,2024-11-26,lab,present
STU0213,2024-12-13,mentoring,late
STU0213,2024-12-24,lecture,absent
STU0213,2025-01-01,lab,present
STU0214,2023-08-01,lecture,present
STU0214,2023-08-10,lab,absent
STU0214,2023-08-17,lecture,present
STU0214,2023-08-29,lecture,late
STU0214,2023-09-18,lab,present
STU0214,2023-10-25,lecture,present
STU0214,2023-11-28,mentoring,absent
STU0214,2023-12-06,lab,present
STU0214,2023-12-13,mentoring,present
STU0214,2023-12-29,lecture,late
STU0214,2024-01-08,mentoring,present
STU0214,2024-01-09,lecture,present
STU0214,2024-01-25,lab,present
STU0214,2024-02-23,mentoring,late
STU0214,2024-05-02,lecture,present
STU0214,2024-05-09,lab,present
STU0214,2024-05-24,mentoring,present
STU0214,2024-05-31,mentoring,present
STU0214,2024-06-03,lecture,present
STU0214,2024-06-27,lecture,late
STU0214,2024-07-10,lab,late
STU0214,2024-07-16,lecture,late
STU0214,2024-07-25,lecture,absent
STU0214,2024-08-01,mentoring,present
STU0214,2024-08-07,mentoring,present
STU0214,2024-08-19,lab,absent
STU0214,2024-08-20,mentoring,present
STU0214,2024-08-28,lecture,present
STU0214,2024-10-07,lab,present
STU0214,2024-10-18,lecture,present
STU0214,2024-10-30,lecture,late
STU0214,2024-10-31,lab,present
STU0214,2024-11-04,lecture,absent
STU0214,2024-11-06,mentoring,present
STU0214,2024-12-11,lecture,present
STU0214,2024-12-19,lab,present
STU0214,2024-12-24,lecture,present
STU0214,2025-01-02,lecture,present
STU0214,2025-01-09,lecture,absent
STU0214,2025-01-15,lecture,present
STU0215,2024-02-12,mentoring,present
STU0215,2024-04-10,lecture,present
STU0215,2024-05-22,lab,present
STU0215,2024-06-03,mentoring,present
STU0215,2024-06-05,lab,present
STU0215,2024-07-08,lab,present
STU0215,2024-07-17,mentoring,late
STU0215,2024-07-25,lecture,absent
STU0215,2024-09-11,lab,present
STU0215,2024-09-24,mentoring,present
STU0215,2024-10-18,lecture,present
STU0215,2024-10-21,lab,late
STU0215,2024-10-22,mentoring,absent
STU0215,2024-11-01,mentoring,present
STU0215,2024-11-06,lab,present
STU0215,2024-11-14,lecture,present
STU0215,2024-11-22,lab,absent
STU0215,2024-12-17,mentoring,present
STU0215,2025-01-13,mentoring,present
STU0216,2024-08-23,lab,late
STU0216,2024-08-27,lecture,absent
STU0216,2024-09-02,lecture,present
STU0216,2024-10-16,lecture,absent
STU0216,2024-10-18,mentoring,present
STU0216,2024-11-07,lab,late
STU0216,2024-12-12,mentoring,present
STU0216,2024-12-19,mentoring,late
STU0216,2024-12-20,lecture,present
STU0216,2024-12-25,lab,late
STU0216,2025-01-07,lab,present
STU0216,2025-01-09,mentoring,present
STU0217,2023-03-10,lab,absent
STU0217,2023-05-04,lab,present
STU0217,2023-05-12,lecture,present
STU0217,2023-05-19,lecture,present
STU0217,2023-06-06,lab,late
STU0217,2023-06-13,lecture,present
STU0217,2023-06-16,mentoring,present
STU0217,2023-06-30,lecture,present
STU0217,2023-07-13,mentoring,absent
STU0217,2023-07-18,lecture,present
STU0217,2023-07-27,lab,present
STU0217,2023-08-25,mentoring,present
STU0217,2023-09-01,mentoring,present
STU0217,2023-09-27,lecture,present
STU0217,2023-10-26,mentoring,present
STU0217,2023-10-31,lab,late
STU0217,2023-11-01,mentoring,present
STU0217,2023-12-08,lecture,present
STU0217,2023-12-20,lecture,absent
STU0217,2023-12-21,lab,present
STU0217,2024-01-16,mentoring,present
STU0217,2024-01-30,lab,present
STU0217,2024-02-07,lab,present
STU0217,2024-03-15,lecture,absent
STU0217,2024-03-19,mentoring,absent
STU0217,2024-04-24,lecture,present
STU0217,2024-04-29,mentoring,late
STU0217,2024-06-13,mentoring,present
STU0217,2024-07-09,lecture,present
STU0217,2024-07-19,lecture,present
STU0217,2024-08-12,mentoring,present
STU0217,2024-08-27,mentoring,present
STU0217,2024-09-12,lab,present
STU0217,2024-10-01,lecture,present
STU0217,2024-10-10,mentoring,present
STU0217,2024-10-25,lab,present
STU0217,2024-11-04,mentoring,absent
STU0217,2024-11-19,mentoring,present
STU0217,2024-12-02,lab,late
STU0217,2024-12-09,mentoring,present
STU0217,2024-12-20,lecture,present
STU0218,2023-10-03,lecture,present
STU0218,2023-10-11,lecture,late
STU0218,2023-10-12,lab,present
STU0218,2023-11-01,lecture,present
STU0218,2023-11-03,mentoring,present
STU0218,2023-11-16,lab,present
STU0218,2023-11-22,lecture,present
STU0218,2023-12-19,lab,absent
STU0218,2024-01-11,lab,late
STU0218,2024-01-12,mentoring,present
STU0218,2024-01-16,lab,absent
STU0218,2024-02-19,mentoring,present
STU0218,2024-05-23,lab,present
STU0218,2024-05-24,mentoring,late
STU0218,2024-06-05,lab,absent
STU0218,2024-07-02,lecture,present
STU0218,2024-07-15,lecture,present
STU0218,2024-07-17,mentoring,present
STU0218,2024-08-06,lab,present
STU0218,2024-08-09,lab,present
STU0218,2024-08-21,lecture,present
STU0218,2024-08-23,mentoring,present
STU0218,2024-08-26,lecture,present
STU0218,2024-09-13,lecture,present
STU0218,2024-09-27,lab,late
STU0218,2024-10-15,lab,absent
STU0218,2024-10-18,lab,present
STU0218,2024-11-04,lecture,absent
STU0218,2024-11-26,lecture,present
STU0218,2024-11-27,lab,absent
STU0219,2024-03-14,lab,present
STU0219,2024-03-19,lecture,present
STU0219,2024-04-16,lab,present
STU0219,2024-04-18,mentoring,present
STU0219,2024-04-24,lecture,present
STU0219,2024-05-14,mentoring,absent
STU0219,2024-05-28,lab,present
STU0219,2024-06-04,mentoring,present
STU0219,2024-06-11,mentoring,late
STU0219,2024-08-01,mentoring,late
STU0219,2024-08-22,lecture,present
STU0219,2024-09-30,lecture,present
STU0219,2024-11-12,lecture,absent
STU0219,2024-12-12,lecture,present
STU0219,2024-12-24,lecture,absent
STU0219,2025-01-01,mentoring,present
STU0220,2024-08-13,lecture,present
STU0220,2024-08-20,mentoring,present
STU0220,2024-08-22,lab,present
STU0220,2024-08-29,mentoring,present
STU0220,2024-10-08,lecture,present
STU0220,2024-10-16,mentoring,present
STU0220,2024-11-01,lecture,present
STU0220,2024-11-05,lab,present
STU0220,2024-12-03,mentoring,present
STU0220,2024-12-04,lecture,present
STU0221,2023-01-25,lecture,present
STU0221,2023-02-08,mentoring,present
STU0221,2023-02-20,lab,present
STU0221,2023-03-09,lecture,late
STU0221,2023-03-24,mentoring,present
STU0221,2023-03-29,lab,present
STU0221,2023-05-30,lab,present
STU0221,2023-08-28,lab,present
STU0221,2023-09-04,mentoring,absent
STU0221,2023-09-21,mentoring,present
STU0221,2023-10-12,lecture,present
STU0221,2023-10-31,lecture,present
STU0221,2023-11-14,lab,present
STU0221,2023-11-16,lecture,present
STU0221,2023-12-07,lecture,present
STU0221,2023-12-18,mentoring,present
STU0221,2023-12-22,mentoring,present
STU0221,2024-01-11,lecture,absent
STU0221,2024-01-26,lab,present
STU0221,2024-02-02,mentoring,absent
STU0221,2024-02-14,mentoring,present
STU0221,2024-02-16,lab,present
STU0221,2024-03-15,mentoring,present
STU0221,2024-03-19,lecture,late
STU0221,2024-04-17,lecture,absent
STU0221,2024-05-02,mentoring,present
STU0221,2024-05-08,mentoring,late
STU0221,2024-05-13,lab,present
STU0221,2024-05-27,lecture,present
STU0221,2024-06-07,lecture,present
STU0221,2024-06-26,mentoring,late
STU0221,2024-07-18,mentoring,absent
STU0221,2024-07-19,lecture,present
STU0221,2024-09-02,mentoring,absent
STU0221,2024-10-04,lab,late
STU0221,2024-12-26,lab,absent
STU0221,2025-01-09,lecture,present
STU0221,2025-01-10,lab,present
STU0222,2023-08-31,mentoring,present
STU0222,2023-09-08,lecture,late
STU0222,2023-11-17,lab,present
STU0222,2023-12-22,lecture,present
STU0222,2023-12-26,mentoring,present
STU0222,2024-01-10,lab,present
STU0222,2024-01-12,mentoring,present
STU0222,2024-02-06,mentoring,present
STU0222,2024-03-25,lab,present
STU0222,2024-03-26,mentoring,present
STU0222,2024-04-05,lab,present
STU0222,2024-04-09,lecture,absent
STU0222,2024-05-14,lecture,present
STU0222,2024-05-16,lab,present
STU0222,2024-06-21,lab,present
STU0222,2024-07-02,mentoring,late
STU0222,2024-07-05,mentoring,present
STU0222,2024-08-22,lecture,late
STU0222,2024-08-30,lab,late
STU0222,2024-09-16,lecture,late
STU0222,2024-10-15,lecture,present
STU0222,2024-10-17,lab,present
STU0222,2024-11-05,lab,late
STU0222,2024-11-22,lab,absent
STU0222,2024-11-26,lecture,late
STU0222,2025-01-15,lab,absent
STU0223,2024-01-31,mentoring,present
STU0223,2024-02-06,lab,present
STU0223,2024-02-19,lab,present
STU0223,2024-03-26,lecture,present
STU0223,2024-04-05,lecture,present
STU0223,2024-04-09,lab,late
STU0223,2024-04-18,lab,present
STU0223,2024-05-13,lab,present
STU0223,2024-05-14,mentoring,late
STU0223,2024-05-15,lecture,present
STU0223,2024-06-14,lab,absent
STU0223,2024-06-17,mentoring,present
STU0223,2024-06-24,lab,present
STU0223,2024-06-28,lecture,present
STU0223,2024-07-02,mentoring,present
STU0223,2024-07-09,lecture,absent
STU0223,2024-08-14,mentoring,present
STU0223,2024-08-20,mentoring,late
STU0223,2024-09-03,lecture,present
STU0223,2024-10-09,lab,present
STU0223,2024-10-16,lecture,present
STU0224,2024-09-10,lab,present
STU0224,2024-09-26,lab,absent
STU0224,2024-10-16,mentoring,present
STU0224,2024-10-18,lecture,present
STU0224,2024-10-24,mentoring,present
STU0224,2024-11-11,mentoring,late
STU0224,2024-11-20,mentoring,absent
STU0224,2024-12-13,lab,present
STU0225,2023-03-07,lecture,late
STU0225,2023-04-17,lecture,present
STU0225,2023-05-02,lecture,present
STU0225,2023-05-26,lab,absent
STU0225,2023-07-21,lab,present
STU0225,2023-07-25,mentoring,absent
STU0225,2023-08-16,lab,present
STU0225,2023-08-17,mentoring,present
STU0225,2023-09-07,mentoring,present
STU0225,2023-10-17,lecture,late
STU0225,2023-10-31,lecture,present
STU0225,2023-11-30,mentoring,late
STU0225,2023-12-12,mentoring,present
STU0225,2023-12-28,lecture,present
STU0225,2024-02-21,mentoring,present
STU0225,2024-03-19,lecture,late
STU0225,2024-05-13,lecture,present
STU0225,2024-05-17,lab,absent
STU0225,2024-06-10,lab,absent
STU0225,2024-06-18,mentoring,present
STU0225,2024-07-01,lecture,present
STU0225,2024-07-16,mentoring,late
STU0225,2024-08-02,mentoring,present
STU0225,2024-08-05,lecture,late
STU0225,2024-08-13,lab,present
STU0225,2024-08-19,lab,present
STU0225,2024-08-20,mentoring,present
STU0225,2024-08-30,mentoring,present
STU0225,2024-09-25,lecture,late
STU0225,2024-09-27,mentoring,present
STU0225,2024-10-07,lecture,absent
STU0225,2024-11-18,lecture,present
STU0225,2024-11-22,lecture,late
STU0225,2024-11-28,mentoring,absent
STU0225,2024-12-16,lab,absent
STU0225,2024-12-20,mentoring,present
STU0226,2023-09-07,lecture,late
STU0226,2023-09-25,mentoring,present
STU0226,2023-10-27,lab,absent
STU0226,2024-01-03,lab,absent
STU0226,2024-01-18,lecture,absent
STU0226,2024-02-05,lab,late
STU0226,2024-02-15,lab,present
STU0226,2024-02-19,mentoring,absent
STU0226,2024-03-11,mentoring,present
STU0226,2024-04-19,lab,present
STU0226,2024-04-22,mentoring,late
STU0226,2024-05-14,mentoring,present
STU0226,2024-07-10,mentoring,present
STU0226,2024-08-01,lab,present
STU0226,2024-09-05,lab,late
STU0226,2024-10-07,lecture,present
STU0226,2024-11-05,mentoring,late
STU0226,2024-11-07,lab,present
STU0226,2025-01-07,lab,present
STU0226,2025-01-15,lecture,present
STU0227,2024-03-05,lab,present
STU0227,2024-03-08,lecture,late
STU0227,2024-03-14,mentoring,late
STU0227,2024-04-19,mentoring,absent
STU0227,2024-05-01,lab,present
STU0227,2024-05-13,lecture,present
STU0227,2024-06-06,lecture,absent
STU0227,2024-06-10,mentoring,absent
STU0227,2024-07-03,lab,present
STU0227,2024-07-15,mentoring,absent
STU0227,2024-07-16,lecture,present
STU0227,2024-07-29,lab,present
STU0227,2024-09-12,mentoring,present
STU0227,2024-09-16,lecture,present
STU0227,2024-09-25,lecture,absent
STU0227,2024-10-24,lecture,present
STU0227,2024-11-12,lecture,present
STU0227,2024-12-11,mentoring,present
STU0228,2024-08-13,lecture,present
STU0228,2024-09-03,lab,present
STU0228,2024-09-18,mentoring,present
STU0228,2024-11-06,lab,present
STU0228,2024-11-11,lecture,late
STU0228,2024-12-05,mentoring,late
STU0228,2025-01-03,lecture,absent
STU0229,2023-02-09,lab,late
STU0229,2023-03-03,mentoring,present
STU0229,2023-03-15,mentoring,present
STU0229,2023-03-17,lab,present
STU0229,2023-04-11,mentoring,late
STU0229,2023-04-12,lecture,late
STU0229,2023-05-03,lecture,present
STU0229,2023-05-05,mentoring,present
STU0229,2023-05-23,lab,present
STU0229,2023-07-26,mentoring,present
STU0229,2023-08-02,lecture,present
STU0229,2023-08-17,lecture,absent
STU0229,2023-08-23,lab,present
STU0229,2023-08-30,lecture,absent
STU0229,2023-09-04,lecture,present
STU0229,2023-09-08,lecture,late
STU0229,2023-09-13,mentoring,present
STU0229,2023-09-27,mentoring,late
STU0229,2023-11-02,lab,absent
STU0229,2023-11-30,lab,present
STU0229,2023-12-12,lab,present
STU0229,2023-12-28,mentoring,late
STU0229,2024-01-15,mentoring,present
STU0229,2024-01-17,lecture,present
STU0229,2024-01-26,lab,late
STU0229,2024-02-07,mentoring,present
STU0229,2024-03-20,lecture,present
STU0229,2024-04-26,lab,present
STU0229,2024-05-02,lab,present
STU0229,2024-05-10,lecture,present
STU0229,2024-05-15,mentoring,present
STU0229,2024-06-19,lab,absent
STU0229,2024-08-20,mentoring,present
STU0229,2024-09-23,lecture,absent
STU0229,2024-09-27,mentoring,late
STU0229,2024-10-14,mentoring,absent
STU0229,2024-10-17,lecture,present
STU0229,2024-11-01,mentoring,present
STU0229,2024-12-13,lab,present
STU0229,2025-01-06,mentoring,late
STU0230,2023-10-04,mentoring,present
STU0230,2023-10-06,lab,late
STU0230,2023-10-18,lab,present
STU0230,2023-12-13,mentoring,late
STU0230,2024-02-12,lab,present
STU0230,2024-02-14,lecture,present
STU0230,2024-03-04,mentoring,present
STU0230,2024-05-09,mentoring,present
STU0230,2024-07-17,lab,present
STU0230,2024-08-20,lab,present
STU0230,2024-10-03,lecture,present
STU0230,2024-10-08,lecture,present
STU0230,2024-10-14,lecture,late
STU0230,2024-10-30,mentoring,present
STU0230,2024-11-13,mentoring,present
STU0230,2024-12-25,mentoring,present
STU0231,2024-03-21,lecture,present
STU0231,2024-04-03,mentoring,absent
STU0231,2024-05-09,lab,present
STU0231,2024-05-20,lab,present
STU0231,2024-07-18,mentoring,absent
STU0231,2024-07-23,mentoring,present
STU0231,2024-07-30,mentoring,absent
STU0231,2024-08-01,lecture,late
STU0231,2024-09-05,mentoring,present
STU0231,2024-09-11,mentoring,absent
STU0231,2024-09-19,mentoring,present
STU0231,2024-09-26,mentoring,present
STU0231,2024-09-27,lecture,present
STU0231,2024-10-02,lab,present
STU0231,2024-10-30,lecture,present
STU0231,2024-12-02,lecture,present
STU0231,2024-12-06,lecture,present
STU0231,2024-12-25,lab,present
STU0231,2025-01-08,lecture,late
STU0232,2024-08-02,lab,present
STU0232,2024-08-07,lab,absent
STU0232,2024-08-20,lab,present
STU0232,2024-09-05,lab,present
STU0232,2024-09-19,lab,present
STU0232,2024-10-31,lecture,late
STU0232,2024-11-11,lecture,present
STU0232,2024-11-18,lecture,late
STU0232,2024-11-26,lab,present
STU0232,2024-12-12,mentoring,present
STU0232,2025-01-01,lecture,absent
STU0233,2023-05-09,mentoring,present
STU0233,2023-05-16,mentoring,absent
STU0233,2023-06-21,lab,present
STU0233,2023-08-01,lab,present
STU0233,2023-08-28,lecture,present
STU0233,2023-09-08,lab,present
STU0233,2023-09-28,mentoring,present
STU0233,2023-10-17,lab,absent
STU0233,2023-10-18,mentoring,present
STU0233,2023-11-08,lecture,present
STU0233,2023-11-23,lab,present
STU0233,2023-12-06,lab,present
STU0233,2024-02-22,lab,present
STU0233,2024-03-19,mentoring,present
STU0233,2024-04-01,mentoring,present
STU0233,2024-04-17,lecture,present
STU0233,2024-05-10,lecture,present
STU0233,2024-05-15,lecture,absent
STU0233,2024-05-24,lecture,present
STU0233,2024-06-14,lecture,present
STU0233,2024-06-26,mentoring,present
STU0233,2024-07-05,lab,present
STU0233,2024-07-22,mentoring,present
STU0233,2024-08-01,lab,present
STU0233,2024-08-12,lecture,present
STU0233,2024-08-15,lecture,present
STU0233,2024-08-26,lecture,present
STU0233,2024-09-02,lecture,absent
STU0233,2024-11-22,mentoring,late
STU0233,2024-12-20,lecture,absent
STU0233,2025-01-01,mentoring,present
STU0233,2025-01-07,lab,absent
STU0234,2023-09-20,mentoring,present
STU0234,2023-10-03,mentoring,absent
STU0234,2023-10-26,lab,present
STU0234,2023-11-08,lecture,late
STU0234,2023-11-30,mentoring,absent
STU0234,2023-12-08,lab,present
STU0234,2024-01-03,mentoring,present
STU0234,2024-01-05,lecture,present
STU0234,2024-01-30,lecture,present
STU0234,2024-02-14,lecture,present
STU0234,2024-02-20,lecture,present
STU0234,2024-02-21,lab,present
STU0234,2024-02-29,lecture,absent
STU0234,2024-03-13,lecture,present
STU0234,2024-03-14,lab,present
STU0234,2024-03-19,lab,present
STU0234,2024-05-01,lecture,present
STU0234,2024-05-30,lab,present
STU0234,2024-06-24,mentoring,present
STU0234,2024-07-02,mentoring,late
STU0234,2024-07-15,lecture,present
STU0234,2024-08-02,lecture,absent
STU0234,2024-08-16,lab,late
STU0234,2024-09-03,lab,absent
STU0234,2024-09-19,mentoring,present
STU0235,2024-02-19,lecture,present
STU0235,2024-03-04,lab,present
STU0235,2024-03-15,lecture,present
STU0235,2024-03-18,lab,present
STU0235,2024-03-27,lecture,late
STU0235,2024-04-11,lab,late
STU0235,2024-04-19,lecture,present
STU0235,2024-06-04,lecture,late
STU0235,2024-08-23,lab,present
STU0235,2024-09-05,lecture,present
STU0235,2024-09-13,mentoring,present
STU0235,2024-11-15,lecture,present
STU0235,2024-12-06,lecture,present
STU0235,2024-12-09,lab,late
STU0236,2024-08-26,lab,present
STU0236,2024-09-18,lecture,present
STU0236,2024-09-27,mentoring,present
STU0236,2024-11-05,lecture,present
STU0236,2024-11-15,lab,present
STU0236,2024-11-20,lab,present
STU0236,2024-12-06,lecture,present
STU0236,2024-12-17,mentoring,present
STU0236,2025-01-02,mentoring,absent
STU0237,2023-02-10,lab,late
STU0237,2023-03-27,lab,present
STU0237,2023-03-28,mentoring,present
STU0237,2023-04-06,lab,present
STU0237,2023-04-27,lecture,late
STU0237,2023-05-16,mentoring,present
STU0237,2023-05-24,mentoring,present
STU0237,2023-05-29,mentoring,present
STU0237,2023-06-15,lecture,present
STU0237,2023-06-21,lab,present
STU0237,2023-07-03,lab,absent
STU0237,2023-07-12,lab,present
STU0237,2023-07-18,lab,present
STU0237,2023-09-01,mentoring,present
STU0237,2023-09-08,lecture,late
STU0237,2023-09-15,lecture,absent
STU0237,2023-10-02,lecture,late
STU0237,2023-11-01,mentoring,present
STU0237,2023-11-08,lab,present
STU0237,2023-11-28,lecture,late
STU0237,2023-11-29,lab,absent
STU0237,2024-01-02,mentoring,late
STU0237,2024-01-05,lab,present
STU0237,2024-01-09,lecture,present
STU0237,2024-02-15,mentoring,present
STU0237,2024-03-01,mentoring,present
STU0237,2024-03-12,lecture,present
STU0237,2024-04-02,lecture,present
STU0237,2024-04-22,lecture,present
STU0237,2024-05-01,mentoring,present
STU0237,2024-05-13,lecture,late
STU0237,2024-07-09,mentoring,absent
STU0237,2024-07-10,lecture,present
STU0237,2024-08-08,mentoring,late
STU0237,2024-08-09,lecture,present
STU0237,2024-09-11,mentoring,present
STU0237,2024-09-26,lecture,present
STU0237,2024-10-01,lab,present
STU0237,2024-10-03,lecture,present
STU0237,2024-11-08,lab,present
STU0237,2024-11-27,lab,present
STU0238,2023-09-12,lecture,present
STU0238,2023-09-18,lecture,present
STU0238,2023-09-26,lab,present
STU0238,2023-09-28,lecture,present
STU0238,2023-10-02,lab,late
STU0238,2023-10-16,lab,absent
STU0238,2023-10-17,mentoring,absent
STU0238,2023-12-06,lecture,absent
STU0238,2023-12-11,mentoring,present
STU0238,2023-12-21,mentoring,present
STU0238,2024-01-01,lab,present
STU0238,2024-01-05,lecture,present
STU0238,2024-02-22,lecture,absent
STU0238,2024-05-01,lecture,present
STU0238,2024-05-14,lab,late
STU0238,2024-05-22,mentoring,present
STU0238,2024-05-24,lecture,present
STU0238,2024-06-04,mentoring,present
STU0238,2024-07-04,lecture,present
STU0238,2024-08-13,mentoring,absent
STU0238,2024-08-20,lab,present
STU0238,2024-09-27,mentoring,present
STU0238,2024-10-01,lecture,late
STU0238,2024-10-21,lab,present
STU0238,2024-10-30,lecture,present
STU0238,2024-11-11,lecture,present
STU0238,2024-11-18,mentoring,present
STU0238,2024-11-26,lab,absent
STU0238,2024-12-09,mentoring,present
STU0238,2024-12-19,lab,late
STU0239,2024-03-04,lecture,present
STU0239,2024-03-05,lab,present
STU0239,2024-03-18,lab,present
STU0239,2024-03-19,mentoring,absent
STU0239,2024-04-12,lecture,present
STU0239,2024-04-25,lab,present
STU0239,2024-04-26,mentoring,present
STU0239,2024-04-29,lecture,present
STU0239,2024-05-31,mentoring,present
STU0239,2024-06-04,lab,present
STU0239,2024-07-11,lab,absent
STU0239,2024-07-23,lab,present
STU0239,2024-08-01,lab,present
STU0239,2024-08-02,mentoring,present
STU0239,2024-08-14,lecture,present
STU0239,2024-09-05,mentoring,present
STU0239,2024-09-17,lab,present
STU0239,2024-11-26,lecture,present
STU0239,2024-12-03,lecture,present
STU0239,2025-01-10,mentoring,present
STU0240,2024-08-30,lecture,present
STU0240,2024-09-09,lecture,present
STU0240,2024-10-30,lab,present
STU0240,2024-11-01,mentoring,present
STU0240,2024-11-04,lecture,late
STU0240,2024-12-03,lecture,absent
STU0240,2025-01-01,mentoring,present
STU0240,2025-01-02,lecture,present
STU0241,2023-02-23,lecture,present
STU0241,2023-03-14,mentoring,present
STU0241,2023-05-10,lecture,absent
STU0241,2023-06-01,lab,present
STU0241,2023-06-22,lecture,absent
STU0241,2023-08-02,lab,present
STU0241,2023-08-07,mentoring,present
STU0241,2023-08-23,mentoring,present
STU0241,2023-09-04,lecture,present
STU0241,2023-09-06,lab,present
STU0241,2023-09-25,mentoring,present
STU0241,2023-10-27,lecture,absent
STU0241,2023-10-30,lab,present
STU0241,2023-11-03,lab,present
